Product Name,Slug,Category,Price (EUR),Compare-At Price (EUR),In Stock,Image URL,Description
PEARL RIVER DARK SOYA SAUCE 500ML,pearl-river-dark-soya-sauce-500ml,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.08.15-AM.jpeg,PEARL RIVER DARK SOYA SAUCE 500ML
LKK SEASONED SOYA SAUCE 500ML,lkk-seasoned-soya-sauce-500ml,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.07.44-AM.jpeg,LKK SEASONED SOYA SAUCE 500ML
LKK PREMIUM DARK SOYA SAUCE 500ML,lkk-premium-dark-soya-sauce-500ml,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.06.32-AM.jpeg,LKK PREMIUM DARK SOYA SAUCE 500ML
SUREE HOISIN SAUCE 700ML,suree-hoisin-sauce-700ml,sauces,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.05.46-AM.jpeg,SUREE HOISIN SAUCE 700ML
SQUID FISH SAUCE 725ML,squid-fish-sauce-725ml,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.05.08-AM.jpeg,SQUID FISH SAUCE 725ML
HEALTHY BOY THIN SOYA SAUCE 700ML,healthy-boy-thin-soya-sauce-700ml,sauces,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.04.40-AM.jpeg,HEALTHY BOY THIN SOYA SAUCE 700ML
HEALTHY BOY MUSHROOM SOYA SAUCE 700ML,healthy-boy-mushroom-soya-sauce-700ml,sauces,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.04.20-AM.jpeg,HEALTHY BOY MUSHROOM SOYA SAUCE 700ML
HEALTHY BOY SWEET SOYA SAUCE 970G,healthy-boy-sweet-soya-sauce-970g,sauces,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.03.43-AM.jpeg,HEALTHY BOY SWEET SOYA SAUCE 970G
HEALTHY BOY MUSHROOM VEG SOYA SAUCE 800G,healthy-boy-mushroom-veg-soya-sauce-800g,sauces,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.03.26-AM.jpeg,HEALTHY BOY MUSHROOM VEG SOYA SAUCE 800G
HEALTHY BOY BLACK SOYA SAUCE 960G,healthy-boy-black-soya-sauce-960g,sauces,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-11.03.11-AM.jpeg,HEALTHY BOY BLACK SOYA SAUCE 960G
LKK PANDA OYSTER SAUCE GLUTEN FREE 510G,lkk-panda-oyster-sauce-gluten-free-510g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-10.59.51-AM.jpeg,LKK PANDA OYSTER SAUCE GLUTEN FREE 510G
LKK PANDA OYSTER SAUCE 510G,lkk-panda-oyster-sauce-510g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-10.59.40-AM.jpeg,LKK PANDA OYSTER SAUCE 510G
MAMA SITA OYSTER SAUCE 765G,mama-sita-oyster-sauce-765g,sauces,7.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-28-at-10.59.24-AM.jpeg,MAMA SITA OYSTER SAUCE 765G
REGAL KARAK CHAI SWEETENED 220G,regal-karak-chai-sweetened-220g,tea-and-coffee,6.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.05.07-PM.jpeg,REGAL KARAK CHAI SWEETENED 220G
ROYAL ELAICHI CHAI UNSWEETENED 220G,royal-elaichi-chai-unsweetened-220g,tea-and-coffee,8.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.04.22-PM.jpeg,ROYAL ELAICHI CHAI UNSWEETENED 220G
ROYAL ELAICHI CHAI SWEETENED 220G,royal-elaichi-chai-sweetened-220g,tea-and-coffee,8.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.04.22-PM1.jpeg,ROYAL ELAICHI CHAI SWEETENED 220G
ROYAL KASHMIRI PINK CHAI SWEETENED 200G,royal-kashmiri-pink-chai-sweetened-200g,tea-and-coffee,8.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.03.48-PM.jpeg,ROYAL KASHMIRI PINK CHAI SWEETENED 200G
ROYAL GINGER CHAI UNSWEETENED 220G,royal-ginger-chai-unsweetened-220g,tea-and-coffee,5.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.04.52-PM.jpeg,ROYAL GINGER CHAI UNSWEETENED 220G
ROYAL GINGER CHAI SWEETENED 220G,royal-ginger-chai-sweetened-220g,tea-and-coffee,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.03.32-PM.jpeg,ROYAL GINGER CHAI SWEETENED 220G
ROYAL SAFFRON CHAI SWEETENED 220G,royal-saffron-chai-sweetened-220g,tea-and-coffee,5.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.03.32-PM7.jpeg,ROYAL SAFFRON CHAI SWEETENED 220G
ROYAL SAFFRON CHAI UNSWEETENED 220G,royal-saffron-chai-unsweetened-220g,tea-and-coffee,5.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.03.32-PM6.jpeg,ROYAL SAFFRON CHAI UNSWEETENED 220G
ROYAL MASALA CHAI SWEETENED 220G,royal-masala-chai-sweetened-220g,tea-and-coffee,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.03.32-PM5.jpeg,ROYAL MASALA CHAI SWEETENED 220G
ROYAL MASALA CHAI UNSWEETENED 180G,royal-masala-chai-unsweetened-180g,tea-and-coffee,5.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.03.32-PM4.jpeg,ROYAL MASALA CHAI UNSWEETENED 180G
ROYAL KARAK CHAI UNSWEETENED 220G,royal-karak-chai-unsweetened-220g,tea-and-coffee,5.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.03.32-PM2.jpeg,ROYAL KARAK CHAI UNSWEETENED 220G
ROYAL KARAK CHAI SWEETENED 220G,royal-karak-chai-sweetened-220g,tea-and-coffee,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-3.03.32-PM1.jpeg,ROYAL KARAK CHAI SWEETENED 220G
HALDIRAM RASGULLA 1KG,haldiram-rasgulla-1kg,sweets-choclates,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.58.31-PM2.jpeg,HALDIRAM RASGULLA 1KG
HALDIRAM RASMALAI TIKKI 1KG,haldiram-rasmalai-tikki-1kg,sweets-choclates,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.58.31-PM1.jpeg,HALDIRAM RASMALAI TIKKI 1KG
HALDIRAM GULAB JAMUN 1KG,haldiram-gulab-jamun-1kg,sweets-choclates,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.58.30-PM.jpeg,HALDIRAM GULAB JAMUN 1KG
CASA ROSA TABLE SALT 750G,casa-rosa-table-salt-750g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.58.10-PM.jpeg,CASA ROSA TABLE SALT 750G
NIHARTI HIMALAYAN PINK SALT COARSE 800G,niharti-himalayan-pink-salt-coarse-800g,spices,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.57.32-PM.jpeg,NIHARTI HIMALAYAN PINK SALT COARSE 800G
NIHARTI HIMALAYAN PINK SALT FINE 800G,niharti-himalayan-pink-salt-fine-800g,spices,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.57.17-PM.jpeg,NIHARTI HIMALAYAN PINK SALT FINE 800G
SHAN HIMALAYAN PINK SALT 400G,shan-himalayan-pink-salt-400g,spices,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.57.54-PM.jpeg,SHAN HIMALAYAN PINK SALT 400G
SHAN HIMALAYAN PINK SALT 800G,shan-himalayan-pink-salt-800g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.57.04-PM.jpeg,SHAN HIMALAYAN PINK SALT 800G
GOLD SEAL GRANULATED SUGAR 1KG,gold-seal-granulated-sugar-1kg,grocery-staples,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.56.48-PM.jpeg,GOLD SEAL GRANULATED SUGAR 1KG
EAST END CANE SUGAR 500G,east-end-cane-sugar-500g,grocery-staples,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.56.47-PM.jpeg,EAST END CANE SUGAR 500G
PODRAVKA VEGETA ORIGINAL 500G,podravka-vegeta-original-500g,spices,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.56.06-PM.jpeg,PODRAVKA VEGETA ORIGINAL 500G
PODRAVKA AJVAR HOT 350G,podravka-ajvar-hot-350g,jams-spread,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-13-at-2.55.40-PM.jpeg,PODRAVKA AJVAR HOT 350G
TATA TEA GOLD 450G,tata-tea-gold-450g,tea-and-coffee,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.52-PM-1.jpeg,TATA TEA GOLD 450G
LIPTON YELLOW LABEL 100TEA BAGS,lipton-yellow-label-100tea-bags,tea-and-coffee,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.52-PM.jpeg,LIPTON YELLOW LABEL 100TEA BAGS
FRANCK UVA URSI 20 TBAGS,franck-uva-ursi-20-tbags,tea-and-coffee,2.79,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.54-PM.jpeg,FRANCK UVA URSI 20 TBAGS
FRANCK TEA ROSEHIPS 60G,franck-tea-rosehips-60g,tea-and-coffee,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-10.jpeg,FRANCK TEA ROSEHIPS 60G
FRANCK KAMILICA TEA 20G,franck-kamilica-tea-20g,tea-and-coffee,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-11.jpeg,FRANCK KAMILICA TEA 20G
FRANCK GREEN TEA 20BAGS,franck-green-tea-20bags,tea-and-coffee,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-9.jpeg,FRANCK GREEN TEA 20BAGS
FITNE HERBAL GREEN TEA,fitne-herbal-green-tea,tea-and-coffee,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-8.jpeg,FITNE HERBAL GREEN TEA
FITNE HERBAL TEA ORIGINAL FORMULA 40G,fitne-herbal-tea-original-formula-40g,tea-and-coffee,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-7.jpeg,FITNE HERBAL TEA ORIGINAL FORMULA 40G
FITNE HERBAL TEA 40G,fitne-herbal-tea-40g,tea-and-coffee,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-6.jpeg,FITNE HERBAL TEA 40G
SLINMY GINSENG COFFEE PLUS 200G,slinmy-ginseng-coffee-plus-200g,tea-and-coffee,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-5.jpeg,SLINMY GINSENG COFFEE PLUS 200G
HUNG PHAT BITTER GROUND TEA 50G,hung-phat-bitter-ground-tea-50g,tea-and-coffee,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-4.jpeg,HUNG PHAT BITTER GROUND TEA 50G
HUNG PHAT HERB TEA 50G,hung-phat-herb-tea-50g,tea-and-coffee,3.49,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-3.jpeg,HUNG PHAT HERB TEA 50G
GOLD KILI GINGER TEA LATTE 250G,gold-kili-ginger-tea-latte-250g,tea-and-coffee,4.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-2.jpeg,GOLD KILI GINGER TEA LATTE 250G
GOLD KILI MATCHA LATTE 250G,gold-kili-matcha-latte-250g,tea-and-coffee,5.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.53-PM-1.jpeg,GOLD KILI MATCHA LATTE 250G
BROOKBOND TAJ MAHAL TEA 250G,brookbond-taj-mahal-tea-250g,tea-and-coffee,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.52-PM-2.jpeg,BROOKBOND TAJ MAHAL TEA 250G
BROOK BOND TAJ MAHAL TEA 500G,brook-bond-taj-mahal-tea-500g,tea-and-coffee,9.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.21.52-PM-2.jpeg,BROOK BOND TAJ MAHAL TEA 500G
WAGH BAKRI PREMIUM TEA BAGS,wagh-bakri-premium-tea-bags,tea-and-coffee,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.19.21-PM-1.jpeg,WAGH BAKRI PREMIUM TEA BAGS
VITAL KARAK TEA 100BAGS,vital-karak-tea-100bags,tea-and-coffee,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.18.49-PM-1.jpeg,VITAL KARAK TEA 100BAGS
TATA TEA PREMIUM 638G,tata-tea-premium-638g,tea-and-coffee,7.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-2.18.04-PM-1.jpeg,TATA TEA PREMIUM 638G
AHMAD ENGLISH BREAKFAST TEA 100 BAGS,ahmad-english-breakfast-tea-100-bags,tea-and-coffee,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.29.51-AM-2.jpeg,AHMAD ENGLISH BREAKFAST TEA 100 BAGS
AHMAD ENGLISH TEA NO1 100 BAGS,ahmad-english-tea-no1-100-bags,tea-and-coffee,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.29.51-AM-1.jpeg,AHMAD ENGLISH TEA NO1 100 BAGS
AHMAD TEA EARL GREY 100 BAGS,ahmad-tea-earl-grey-100-bags,tea-and-coffee,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.29.51-AM.jpeg,AHMAD TEA EARL GREY 100 BAGS
MEHMET EFENDI TURKISH COFEE 250G,mehmet-efendi-turkish-cofee-250g,tea-and-coffee,10.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.19.29-AM.jpeg,MEHMET EFENDI TURKISH COFEE 250G
MEHMET EFENDI TURKISH COFEE 500GM,mehmet-efendi-turkish-cofee-500gm,tea-and-coffee,16.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.19.15-AM.jpeg,MEHMET EFENDI TURKISH COFEE 500GM
SELECTION NAJJAR COFFEE 200G,selection-najjar-coffee-200g,tea-and-coffee,5.49,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-12.45.11-PM.jpeg,SELECTION NAJJAR COFFEE 200G
HASEEB COFFEE EXTRA CARDAMON 500G,haseeb-coffee-extra-cardamon-500g,tea-and-coffee,11.49,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.13.26-AM.jpeg,HASEEB COFFEE EXTRA CARDAMON 500G
BRU INSTANT COFFE JAR 100G,bru-instant-coffe-jar-100g,tea-and-coffee,8.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.13.12-AM.jpeg,BRU INSTANT COFFE JAR 100G
AHMAD CARDAMOM TEA LOOSE 500G,ahmad-cardamom-tea-loose-500g,tea-and-coffee,8.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.12.56-AM.jpeg,AHMAD CARDAMOM TEA LOOSE 500G
AHMAD EARL GREY TEA LOOSE 500G,ahmad-earl-grey-tea-loose-500g,tea-and-coffee,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.11.41-AM.jpeg,AHMAD EARL GREY TEA LOOSE 500G
AHMAD GREEN TEA LOOSE 500G,ahmad-green-tea-loose-500g,tea-and-coffee,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.11.12-AM.jpeg,AHMAD GREEN TEA LOOSE 500G
NAJJAR COFFE SELECTION 450G,najjar-coffe-selection-450g,tea-and-coffee,12.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.14.07-AM.jpeg,NAJJAR COFFE SELECTION 450G
NAJJAR COFFE CARDAMOM COFFEE 450GM,najjar-coffe-cardamom-coffee-450gm,tea-and-coffee,13.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.14.28-AM.jpeg,NAJJAR COFFE CARDAMOM COFFEE 450GM
MUKHTAR GREEN TEA 500G,mukhtar-green-tea-500g,tea-and-coffee,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-10-at-11.10.54-AM.jpeg,MUKHTAR GREEN TEA 500G
TAKOVO EUROCREAM FILBI 125G,takovo-eurocream-filbi-125g,bakery,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/FILBI.jpeg,TAKOVO EUROCREAM FILBI 125G
BAMBI LANE GROUND BISCUITS 300G,bambi-lane-ground-biscuits-300g,bakery,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.24-PM.jpeg,BAMBI LANE GROUND BISCUITS 300G
BAMBI LANE BISCUITS 300G,bambi-lane-biscuits-300g,bakery,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.24-PM-1.jpeg,BAMBI LANE BISCUITS 300G
KRAS DORINA RIZA 220G,kras-dorina-riza-220g,sweets-choclates,5.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.24-PM-2.jpeg,KRAS DORINA RIZA 220G
KRAS DORINA RIZA 75G,kras-dorina-riza-75g,sweets-choclates,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.24-PM-3.jpeg,KRAS DORINA RIZA 75G
KRAS NAPOLITANKE NOUGAT 840GM,kras-napolitanke-nougat-840gm,sweets-choclates,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.24-PM-4.jpeg,KRAS NAPOLITANKE NOUGAT 840GM
LINO LADA SPREAD 350G,lino-lada-spread-350g,jams-spread,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.24-PM-5.jpeg,LINO LADA SPREAD 350G
KRAS BAJADERA ALMOND NOUGAT 200G,kras-bajadera-almond-nougat-200g,sweets-choclates,10.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.24-PM-6.jpeg,KRAS BAJADERA ALMOND NOUGAT 200G
KRAS NAPOLITANKE CHOCO 250G,kras-napolitanke-choco-250g,jams-spread,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.25-PM.jpeg,KRAS NAPOLITANKE CHOCO 250G
KRAS NAPOLITANKE NOUGAT 327G,kras-napolitanke-nougat-327g,sweets-choclates,3.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.25-PM-1.jpeg,KRAS NAPOLITANKE NOUGAT 327G
KRAS NAPOLITANKE NOUGAT CHOCOLATE 327G,kras-napolitanke-nougat-chocolate-327g,sweets-choclates,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.25-PM-2.jpeg,KRAS NAPOLITANKE NOUGAT CHOCOLATE 327G
ZLATNA BOSANSKA COFFEE 500G,zlatna-bosanska-coffee-500g,tea-and-coffee,11.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.25-PM-4.jpeg,ZLATNA BOSANSKA COFFEE 500G
ZLATNA BOSANSKA COFFEE 1KG,zlatna-bosanska-coffee-1kg,tea-and-coffee,16.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.25-PM-5.jpeg,ZLATNA BOSANSKA COFFEE 1KG
GRAND GOLD COFFEE 500GM,grand-gold-coffee-500gm,tea-and-coffee,10.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.25-PM-6.jpeg,GRAND GOLD COFFEE 500GM
FRANCK JUBILARNA COFFEE 400G,franck-jubilarna-coffee-400g,tea-and-coffee,9.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.15.25-PM-7.jpeg,FRANCK JUBILARNA COFFEE 400G
LINO COKOLINO 200G,lino-cokolino-200g,cereals,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-07-at-3.14.22-PM.jpeg,LINO COKOLINO 200G
JUMBO BEEF FLAVOUR STOCK 1KG,jumbo-beef-flavour-stock-1kg,spices,6.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2024-10-01-at-1.01.26-PM.jpeg,JUMBO BEEF FLAVOUR STOCK 1KG
JUMBO CHICKEN STOCK 1KG,jumbo-chicken-stock-1kg,spices,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2024-10-01-at-12.59.31-PM.jpeg,JUMBO CHICKEN STOCK 1KG
SUNVIE PALM OIL 1L,sunvie-palm-oil-1l,oils,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2024-10-01-at-12.57.40-PM.jpeg,SUNVIE PALM OIL 1L
ALI BABA PALM OIL 2L,ali-baba-palm-oil-2l,oils,11.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.24.28-PM.jpeg,ALI BABA PALM OIL 2L
EYOKA PALM OIL 2L,eyoka-palm-oil-2l,oils,9.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.24.09-PM.jpeg,EYOKA PALM OIL 2L
EYOKA PALM OIL 1L,eyoka-palm-oil-1l,oils,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.23.54-PM.jpeg,EYOKA PALM OIL 1L
ALI BABA PALM CREAM 800G,ali-baba-palm-cream-800g,grocery-staples,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.23.36-PM.jpeg,ALI BABA PALM CREAM 800G
ALI BABA PALM CREAM 400G,ali-baba-palm-cream-400g,grocery-staples,2.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.23.22-PM.jpeg,ALI BABA PALM CREAM 400G
ALI BABA PALM OIL 500ML,ali-baba-palm-oil-500ml,oils,3.49,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.22.33-PM.jpeg,ALI BABA PALM OIL 500ML
ALI BABA SHITO 160G,ali-baba-shito-160g,sauces,3.99,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.22.19-PM.jpeg,ALI BABA SHITO 160G
ALI BABA PEANUT BUTTER 500G,ali-baba-peanut-butter-500g,jams-spread,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.22.04-PM.jpeg,ALI BABA PEANUT BUTTER 500G
ALI BABA JACK MACKERAL 340G,ali-baba-jack-mackeral-340g,canned-foods,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.21.46-PM.jpeg,ALI BABA JACK MACKERAL 340G
PUREFOODS CORNED BEEF 340G,purefoods-corned-beef-340g,canned-foods,4.49,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.21.30-PM.jpeg,PUREFOODS CORNED BEEF 340G
EXETER CORNED BEEF 340G,exeter-corned-beef-340g,canned-foods,6.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.21.17-PM.jpeg,EXETER CORNED BEEF 340G
EXETER CORNED BEEF 198G,exeter-corned-beef-198g,canned-foods,4.49,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.21.17-PM.jpeg,EXETER CORNED BEEF 198G
DE RICA TOMATO PASTE 850G,de-rica-tomato-paste-850g,sauces,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.20.49-PM.jpeg,DE RICA TOMATO PASTE 850G
DE RICA TOMATO PASTE 400G,de-rica-tomato-paste-400g,sauces,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.20.35-PM.jpeg,DE RICA TOMATO PASTE 400G
DE RICA TOMATO PASTE 210G,de-rica-tomato-paste-210g,sauces,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.20.24-PM.jpeg,DE RICA TOMATO PASTE 210G
ALI BABA POMODORO 210G,ali-baba-pomodoro-210g,sauces,1.49,,no,https://umamifoods.ie/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-2.20.12-PM.jpeg,ALI BABA POMODORO 210G
